ntcse,uunn,amt,direccion,wgsy,wgsx
E421199,HUANUCO,A4257,BO - BARRIO MARCAPAMPA AV - AVENIDA MARCAPAMPA,-10.0873264,-76.20226925
E421197,HUANUCO,A4257,BO - BARRIO PONGA CL - CALLE PONGA,-10.1118092,-76.19968975
E421198,HUANUCO,A4257,BO - BARRIO VISTA ALEGRE AV - AVENIDA VISTA ALEGRE,-10.10350953,-76.18550574
E421195,HUANUCO,A4257,BO - BARRIO CASACAN AV - AVENIDA CASACAN,-10.119299,-76.19418228
E421192,HUANUCO,A4257,BO - BARRIO VILLA SOL CL - CALLE VILLA SOL,-10.11967004,-76.20548739
E421188,HUANUCO,A4257,BO - BARRIO HUNGRO AV - AVENIDA HUNGRO - CARRETERA,-10.1303203,-76.21611057
E421189,HUANUCO,A4257,BO - BARRIO SOCO AV - AVENIDA SOCO,-10.13893947,-76.19021863
E421194,HUANUCO,A4257,BO - BARRIO CARRETERA A AMBO AL - ALAMEDA CHURRIAS,-10.12480554,-76.17133506
E421196,HUANUCO,A4257,BO - BARRIO COILLAR - SE 01 AV - AVENIDA COILLAR,-10.10884838,-76.16960411
E421174,HUANUCO,A4257,BO - BARRIO COYORMAYO AV - AVENIDA COYORMAYO,-10.1567712,-76.23688953
E421179,HUANUCO,A4257,BO - BARRIO CARRETERA A YANAHUANCA AV - AVENIDA INGENIO ALTO,-10.16713395,-76.23252219
E421175,HUANUCO,A4257,BO - BARRIO SANTA ROSA AV - AVENIDA SANTA ROSA,-10.15755071,-76.24679423
E421177,HUANUCO,A4257,BO - BARRIO ANYANGA AV - AVENIDA ANYANGA,-10.15863801,-76.25240593
E421176,HUANUCO,A4257,BO - BARRIO NARANJOPAMPA AV - AVENIDA NARANJOPAMPA,-10.15777614,-76.26779287
E421180,HUANUCO,A4257,BO - BARRIO MAUCA AL - ALAMEDA MAUCA,-10.14791315,-76.24530842
E421181,HUANUCO,A4257,BO - BARRIO TRANCA AV - AVENIDA TRANCA,-10.14028939,-76.24817882
E421182,HUANUCO,A4257,BO - BARRIO HUAYHUACALLA CA - CARRETERA HUAYHUACALLA,-10.13482835,-76.25205013
E421187,HUANUCO,A4257,BO - BARRIO HUISHCA AV - AVENIDA HUISHCA,-10.13559718,-76.26701303
E421178,HUANUCO,A4257,BO - BARRIO CHINCHAN AV - AVENIDA CHINCHAN,-10.13505301,-76.28091421
E421183,HUANUCO,A4257,BO - BARRIO COCHATAMA - SE1 AV - AVENIDA COCHATAMA,-10.12888738,-76.25407818
E421186,HUANUCO,A4257,BO - BARRIO LUCMA AV - AVENIDA LUCMA,-10.12464604,-76.26391804
E421184,HUANUCO,A4257,BO - BARRIO COCHATAMA SE 2 AV - AVENIDA CARRTERA A COCHATAMA,-10.12255778,-76.25315656
E421185,HUANUCO,A4257,BO - BARRIO PIRURO AV - AVENIDA PIRURO,-10.11430814,-76.2614687
E421190,HUANUCO,A4254,BO - BARRIO La Esperanza - Grifo Aries CL - CALLE La Esperanza - Grifo Aries,-9.893454318,-76.22203574
E421191,HUANUCO,A4253,BO - BARRIO La Libertad CA - CARRETERA La Libertad,-9.900958064,-76.22973353
E421220,HUANUCO,A4254,BO - BARRIO Jancao Bajo CL - CALLE Jancao Bajo,-9.900367545,-76.22605303
E421230,HUANUCO,A4260,BO - BARRIO SONCHOPAMPA AV - AVENIDA SONCHOPAMPA,-9.857547221,-76.20257593
E421231,HUANUCO,A4260,BO - BARRIO Ovas SED 01 AV - AVENIDA Ovas SED 01,-9.86340384,-76.21585836
E421232,HUANUCO,A4260,BO - BARRIO HUARANGOPAMPA 2 AV - AVENIDA HUARANGOPAMPA 2,-9.860579778,-76.21450097
E421233,HUANUCO,A4260,BO - BARRIO Huanihuari AV - AVENIDA Huanihuari,-9.861722118,-76.22609336
E421234,HUANUCO,A4260,BO - BARRIO ACOMAYO CA - CARRETERA CARRETERA CENTRAL A TINGO MARIA,-9.800828728,-76.06917468
E421252,HUANUCO,A4257,CA - CARRETERA PUENTE TOMAYQUICHUA,-10.07157552,-76.21629906
E421250,HUANUCO,A4257,CA - CARRETERA TOMAYQUICHUA,-10.08210635,-76.2089525
E421251,HUANUCO,A4260,A MARAMBUCO CA - CARRETERA SANTA MARIA DEL VALLE,-9.876572003,-76.174562
E421274,HUANUCO,A4260,CM - COMITÉ CHURUBAMBA JR - JIRÓN LIMA Y PANTEON,-9.824086,-76.13256381
E421273,HUANUCO,A4260,CHURUBAMBA CA - CARRETERA CHURUBAMBA,-9.825919488,-76.13376233
E421278,HUANUCO,A4260,CANCEJOS CA - CARRETERA CARRETERA CENTRAL A TINGO MARIA,-9.74347538,-76.07739776
E421272,HUANUCO,A4252,CD - CIUDADELA CIUDAD HUANUCO PL - PLAZA PLAZA DE ARMAS HUANUCO,-9.928786144,-76.24173146
E421249,HUANUCO,A4271,CV - COOPERATIVA PLANTA PROCESADORA DE DURASNO - VISTA ALEGRE CA - CARRETERA JACAS GRANDE,-9.533339992,-76.76836644
E421289,HUANUCO,A4251,PAUCARBAMBA JR - JIRÓN WIRACOCHA Nº 201,-9.942807852,-76.24419236
E421246,HUANUCO,A4268,CA - CARRETERA BARRIO DE HUANAC - DISTRITO DE SHUNQUI,-9.737797847,-76.7918604
E421247,HUANUCO,A4268,CA - CARRETERA BARRIO DE TORNOCOCHA,-9.730108422,-76.7874605
E421248,HUANUCO,A4271,CENTRO POBLADO CHUQUIBAMBA CA - CARRETERA PUNCHAO,-9.458240149,-76.7890026
E420592,HUANUCO,A4257,ARMATANGA CA - CARRETERA Allaucan a Chimchubamba,-10.06528862,-76.18016712
E421292,HUANUCO,A4257,JATUN SEQUIA CA - CARRETERA CONCHAMARCA,-10.03498404,-76.20354669
E421022,HUANUCO,A4272,YAROWILCA CA - CARRETERA QUILCAYHUARIN,-9.896503382,-76.55554546
E421019,HUANUCO,A4272,INDEPENDENCIA CA - CARRETERA QUILCAYHUARIN,-9.900895741,-76.55679797
E421021,HUANUCO,A4272,CONOC SED 1 CA - CARRETERA QUILCAYHUARIN,-9.889498124,-76.5534649
E421020,HUANUCO,A4272,CONOC SED 2 CA - CARRETERA QUILCAYHUARIN,-9.895365686,-76.54425738
E421294,HUANUCO,A4257,AMBO CA - CARRETERA AYANCOCHA,-10.10994654,-76.20502065
E421024,HUANUCO,A4272,LUCMARAGRA CA - CARRETERA QUILCAYHUARIN,-9.907883955,-76.53775443
E421023,HUANUCO,A4272,PARASHAPAMPA CA - CARRETERA CHORAS,-9.920813917,-76.58064703
E421018,HUANUCO,A4272,TICRASH CA - CARRETERA CHORAS,-9.915843988,-76.58964125
E421271,HUANUCO,A4251,CD - CIUDADELA AMARILIS JR - JIRÓN MIGUEL GRAU,-9.938269354,-76.24114843
E421279,HUANUCO,A4254,UR -  URBANIZACIÓN LOS PORTALES CA - CARRETERA HUANUCO,-9.908146375,-76.22743541
E421297,HUANUCO,A4257,BO - BARRIO PILLCOMARCA CA - CARRETERA CARRETERA CENTRAL PITUMAMA,-9.985216957,-76.24528557
E421275,HUANUCO,A4257,FUNDO LINDERO CA - CARRETERA LINDERO,-10.09519378,-76.20855401
E421290,HUANUCO,A4256,CO - CONJUNTO HABITACIONAL CIUDAD HUANUCO AV - AVENIDA APARICIO POMARES,-9.934155128,-76.25187223
E421277,HUANUCO,A4254,UR -  URBANIZACIÓN LOS PORTALES CL - CALLE SIN NOMBRE,-9.911319039,-76.22885344
E421291,HUANUCO,A4266,OVALO CAYHUAYNA CA - CARRETERA HUANUCO,-9.951933346,-76.25029414
E421240,HUANUCO,A4268,TANCUY CA - CARRETERA TANCUY,-9.687959348,-76.69431258
E421238,HUANUCO,A4268,HUANCAN CA - CARRETERA HUANCAN,-9.633268825,-76.7108214
E421236,HUANUCO,A4268,MUNANYA CA - CARRETERA MUNANYA,-9.619171418,-76.68584963
E421235,HUANUCO,A4268,CASHA CA - CARRETERA CASHA,-9.61323043,-76.65455545
E421302,HUANUCO,A4259,COLICOCHA CA - CARRETERA COLICOCHA,-9.903276373,-76.0027238
E421269,HUANUCO,A4268,ISCAPAMPA(UTUTO) CA - CARRETERA ISCAPAMPAUTUTO,-9.56370308,-76.50963252
E421255,HUANUCO,A4268,CASHACUTA CA - CARRETERA CASHACUTA,-9.602467743,-76.70771591
E421257,HUANUCO,A4268,GUENAYHUILCA 1 CA - CARRETERA GUENAYHUILCA 1,-9.608611604,-76.68991563
E421258,HUANUCO,A4268,GUENAYHUILCA 2 CA - CARRETERA GUENAYHUILCA 2,-9.607787661,-76.68025411
E421264,HUANUCO,A4268,GORGOR CA - CARRETERA GORGOR,-9.608550587,-76.62485438
E421265,HUANUCO,A4268,APUPAMPA CA - CARRETERA APUPAMPA,-9.612024701,-76.512834
E421378,HUANUCO,A4254,JANCAO CA - CARRETERA JANCAO,-9.899942367,-76.22356723
E421317,HUANUCO,A4257,RANCAY CA - CARRETERA RANCAY,-10.08209796,-76.29453578
E421318,HUANUCO,A4259,PICAFLOR DE HIERBABUENA CA - CARRETERA HACIA MANZANO,-9.965048642,-76.07075519
E421325,HUANUCO,A4259,CA - CARRETERA HACIA MOLINOS,-9.94101959,-76.03312144
E421327,HUANUCO,A4259,CA - CARRETERA HACIA OROYA - MOLINOS,-9.93755706,-76.02198585
E421328,HUANUCO,A4259,SOLANO UCRO CA - CARRETERA CAMINO HACIA COCHAPAMPA Y A OROYA,-9.945682786,-76.01409475
E421326,HUANUCO,A4259,CA - CARRETERA CARRATERA A USHARUMI,-9.937614368,-76.03173715
E421332,HUANUCO,A4259,AUCHI CA - CARRETERA HACIA MOLINOS,-9.917047773,-76.01927978
E421330,HUANUCO,A4259,CA - CARRETERA A COCHATO,-9.915849261,-76.04165302
E421329,HUANUCO,A4259,COCHATO CA - CARRETERA OROYA,-9.920451305,-76.04386245
E421331,HUANUCO,A4259,CANGRA CA - CARRETERA CARRETERA A MOLINOS,-9.90753981,-76.02610627
E421321,HUANUCO,A4259,GONGOPATA CA - CARRETERA HUARICHACA,-9.984625747,-76.03061392
E421322,HUANUCO,A4259,CA - CARRETERA A MOLINOS,-9.973132552,-76.03663978
E421323,HUANUCO,A4259,CA - CARRETERA A MOLINOS,-9.987930802,-76.04124796
E421324,HUANUCO,A4259,JARAHUASI CA - CARRETERA HUARICHACA,-9.992615781,-76.04373716
E421320,HUANUCO,A4259,USHUN SED 2 CA - CARRETERA HUARICHACA,-9.966039432,-76.03380272
E421319,HUANUCO,A4259,USHUN SED 01 CA - CARRETERA HUARICHACA,-9.959087169,-76.03339762
E421333,HUANUCO,A4259,TUNAPUCO SED 1 CA - CARRETERA HACIA PANAO,-9.914431463,-75.99023637
E421334,HUANUCO,A4259,TUNAPUCO SED 2 CA - CARRETERA A PANAO,-9.923781535,-75.99279249
E421335,HUANUCO,A4259,PV - PUEBLO JOVEN PULIAJ CA - CARRETERA PANAO,-9.930028475,-75.9827244
E421336,HUANUCO,A4259,TICAPAMPA CA - CARRETERA HACIA YANUNA,-9.890970705,-75.96789205
E421337,HUANUCO,A4259,YANUNA SED 1 CA - CARRETERA PANAO,-9.90575965,-75.97030887
E421338,HUANUCO,A4259,YANUNA SED 2 CA - CARRETERA A TICAPAMPA,-9.897559987,-75.96661586
E421339,HUANUCO,A4259,ICHU CA - CARRETERA PANAO PACHITEA,-9.906872976,-75.97361389
E421340,HUANUCO,A4259,CHINCHAUCRO CA - CARRETERA HACIA YANUNA,-9.914949851,-75.96218504
E421341,HUANUCO,A4259,HUAMAN SED 1 CA - CARRETERA HACIA PANAO,-9.876004467,-75.95899527
E421342,HUANUCO,A4259,HUMAN SED 2 CA - CARRETERA HACIA HUANCHAG,-9.870796369,-75.95269401
E421351,HUANUCO,A4259,HUANCHAG SED 2 CA - CARRETERA CHAGLLA,-9.863891263,-75.9469715
E421350,HUANUCO,A4259,HUANCHAG SED 1 CA - CARRETERA CHAGLLA,-9.87023336,-75.9438419
E421355,HUANUCO,A4259,PINQUIRAY SED 2 CA - CARRETERA LA PUNTA,-9.843329606,-75.96047655
E421358,HUANUCO,A4259,CA - CARRETERA A AURIMACHAY,-9.843082851,-75.9740758
E421359,HUANUCO,A4259,CA - CARRETERA LA PUNTA,-9.838479114,-75.98298459
E421360,HUANUCO,A4259,CA - CARRETERA HACIA GOYARPUNTA,-9.85203824,-75.98779969
E421361,HUANUCO,A4259,CA - CARRETERA LA PUNTA,-9.867333839,-75.9900121
E421368,HUANUCO,A4259,CA - CARRETERA A GOYAR PUNTA,-9.869399175,-76.0146644
E421369,HUANUCO,A4259,PALIZADA CA - CARRETERA PALIZADA A NINACOCHA,-9.871660209,-76.02029466
E421367,HUANUCO,A4259,PANAOCOCHA SED 1 CA - CARRETERA HACIA LA PUNTA,-9.865404083,-76.02523743
E421372,HUANUCO,A4259,PAVINA SED 1 CA - CARRETERA HACIA HUMARI,-9.834933389,-76.0480206
E421373,HUANUCO,A4259,PAVINA SED 2 CA - CARRETERA HACIA UMARI,-9.842888186,-76.04714728
E421374,HUANUCO,A4259,PAVINA SED 3 CA - CARRETERA HACIA UMARI,-9.850940815,-76.04619067
E421375,HUANUCO,A4259,CA - CARRETERA TAMBILLO,-9.856190041,-76.03585166
E421376,HUANUCO,A4259,CA - CARRETERA TAMBILLO,-9.859061161,-76.05573281
E421377,HUANUCO,A4259,CA - CARRETERA TAMBILLO,-9.874852159,-76.05977239
E421370,HUANUCO,A4259,CA - CARRETERA TAMBILLO,-9.833317931,-76.06196723
E421371,HUANUCO,A4259,CA - CARRETERA TAMBILLO,-9.847870589,-76.06607843
E421343,HUANUCO,A4259,CA - CARRETERA CHAGLLA,-9.898870325,-75.90895192
E421344,HUANUCO,A4259,HUARPOJ SED 1 CA - CARRETERA CHAGLLA,-9.940623004,-75.92726717
E421345,HUANUCO,A4259,HUARPOJ SED 2 CA - CARRETERA CHAGLLA,-9.934395657,-75.93025523
E421346,HUANUCO,A4259,RUMICHACA  SED 1 CA - CARRETERA CHAGLLA,-9.922676391,-75.89836337
E421347,HUANUCO,A4259,RUMICHACA SED 2 CA - CARRETERA CHAGLLA,-9.917590771,-75.89824811
E421348,HUANUCO,A4259,CA - CARRETERA CHAGLLA,-9.93804731,-75.90636441
E421349,HUANUCO,A4259,CA - CARRETERA CHAGLLA,-9.955776595,-75.9242273
E421316,HUANUCO,A4268,CA - CARRETERA HACIA YANAS,-9.717377266,-76.75008221
E421384,HUANUCO,A4259,PV - PUEBLO JOVEN LINDA LINDA CA - CARRETERA MANZANO,-9.967620513,-76.10617197
E421386,HUANUCO,A4259,ANCOMARCA CA - CARRETERA MANZANO,-9.990955152,-76.06467092
E421385,HUANUCO,A4259,JILLAULLA CA - CARRETERA MANZANO,-9.96571062,-76.06206911
E421387,HUANUCO,A4259,MIRAFLORES (CALLAGAN) CA - CARRETERA MANZANO,-9.958854497,-76.0531281
E421388,HUANUCO,A4259,TAGUE TAGUE CA - CARRETERA MANZANO,-9.954091778,-76.05136921
E421389,HUANUCO,A4259,RURY MAYO CA - CARRETERA MANZANO,-9.95408621,-76.04496527
E421391,HUANUCO,A4259,CHINCHAYCOCHA CA - CARRETERA HUARICHACA,-9.982010565,-76.04272053
E421390,HUANUCO,A4259,PUCAJAGA CA - CARRETERA HUARICHACA,-9.977341639,-76.02201692
E421392,HUANUCO,A4259,PICHAU CA - CARRETERA HUARICHACA,-9.939050224,-76.04564625
E421393,HUANUCO,A4259,USHUMAYO CA - CARRETERA MOLINOS,-9.90961204,-76.02713991
E421397,HUANUCO,A4259,TIRISHHUANCA SED Nº1 CA - CARRETERA PANAO,-9.923537185,-76.00654147
E421398,HUANUCO,A4259,TIRISHHUANCA SED Nº2 CA - CARRETERA PANAO,-9.917985152,-76.00286413
E421399,HUANUCO,A4259,TAMAR CA - CARRETERA PANAO,-9.93336612,-76.00423401
E421400,HUANUCO,A4259,COLICOCHA CA - CARRETERA PANAO,-9.906597188,-75.99739955
E421401,HUANUCO,A4259,COÑAICA SED Nº1 CA - CARRETERA COLICOCHA,-9.907350413,-75.98243243
E421402,HUANUCO,A4259,COÑAICA SED Nº2 CA - CARRETERA COLICOCHA,-9.915080875,-75.98028751
E421394,HUANUCO,A4259,CUCHO CA - CARRETERA OROYA  - MOLINOS,-9.893911792,-76.02141229
E421395,HUANUCO,A4259,MANTACOCHA CA - CARRETERA OROYA  - MOLINOS,-9.887287504,-76.00801759
E421396,HUANUCO,A4259,RACCO CA - CARRETERA CHAGLLA,-9.873066823,-76.00385238
E421403,HUANUCO,A4259,CONDOR HUACA SED Nº1 CA - CARRETERA CHAGLLA,-9.883789821,-75.9378572
E421404,HUANUCO,A4259,CONDOR HUACA SED Nº2 CA - CARRETERA CHAGLLA,-9.883149832,-75.94782709
E421405,HUANUCO,A4259,TIPSA SED Nº1 CA - CARRETERA CHAGLLA,-9.893437519,-75.94309618
E421406,HUANUCO,A4259,TIPSA SED Nº2 CA - CARRETERA CHAGLLA,-9.899889355,-75.93817279
E421407,HUANUCO,A4259,MIRAFLORES TIPSA ALTA CA - CARRETERA CHAGLLA,-9.91506964,-75.93508914
E421408,HUANUCO,A4259,SILLA MARCA-MARCA SED Nº1 CA - CARRETERA CHAGLLA,-9.865663831,-75.93756997
E421409,HUANUCO,A4259,SILLA MARCA-MARCA SED Nº2 CA - CARRETERA CHAGLLA,-9.872549183,-75.93650526
E421410,HUANUCO,A4259,HUANCHAG GRANDE CA - CARRETERA CHAGLLA,-9.858599636,-75.93337513
E421447,HUANUCO,A4260,PUMPUY CA - CARRETERA A VILLA TRANCA,-9.805838282,-76.00889572
E421448,HUANUCO,A4260,CUSHIPAMPA SED Nº1 CA - CARRETERA PILLAO,-9.785406033,-76.00721065
E421428,HUANUCO,A4260,HUAYRAJIRCA CA - CARRETERA HUAYRAJIRCA,-9.850183079,-76.13583108
E421429,HUANUCO,A4260,AGUA DULCE DE TUMACPAMPA CA - CARRETERA CARRETERA A SAN FERNANDO DE COCHAGORA,-9.851318319,-76.10610774
E421432,HUANUCO,A4260,VERBENA PAMPA CA - CARRETERA CHURUBAMBA,-9.865439985,-76.08614406
E421435,HUANUCO,A4260,SAN MARCOS SED2 CA - CARRETERA RANCHO,-9.861639035,-76.07034613
E421434,HUANUCO,A4260,SAN MARCOS SED1 CA - CARRETERA CARRETERA A HUANUCO,-9.86369617,-76.07693652
E421436,HUANUCO,A4260,CHAGLLAPAMPA CA - CARRETERA RANCHO,-9.873872633,-76.07873095
E421446,HUANUCO,A4260,TUNTUN CA - CARRETERA A CHINCHIN,-9.790980824,-76.0289209
E421417,HUANUCO,A4260,ALTO QUERA CA - CARRETERA QUERA,-9.864710318,-76.27722111
E421418,HUANUCO,A4260,MARAYPAMPA CA - CARRETERA QUERA,-9.869950593,-76.28957538
E421433,HUANUCO,A4260,SAN JUAN DE CHOQUECALLA CA - CARRETERA CARRETERA A VERBENA PAMPA,-9.845717884,-76.07647189
E421445,HUANUCO,A4260,SAN JUAN DE CHACAMARCA CA - CARRETERA CHINCHINGA,-9.773298241,-76.0333951
E421425,HUANUCO,A4260,VINCHOS PAMPA CA - CARRETERA CARRETERA  MOLINO - VINCHOS PAMPA,-9.800137875,-76.1318839
E421427,HUANUCO,A4260,HUANUCHCA CA - CARRETERA CARRETERA A ACOMAYO,-9.804450246,-76.11228254
E421426,HUANUCO,A4260,UMPAYOG CA - CARRETERA CARRETERA VINCHOS PAMPA - UMPAYOG,-9.803935555,-76.1456278
E421437,HUANUCO,A4260,SAN CRISTOBAL DE PUCUMARCA CA - CARRETERA TULLCA,-9.799457711,-76.0881985
E421419,HUANUCO,A4260,DAZAPAMPA CA - CARRETERA QUERA,-9.852385504,-76.29187033
E421444,HUANUCO,A4260,SIRACALLA CA - CARRETERA A ACOMAYO,-9.791393615,-76.04961376
E421439,HUANUCO,A4260,MICHO CA - CARRETERA TULLCA,-9.76933895,-76.07984061
E421440,HUANUCO,A4260,TINYAHUAYIN CA - CARRETERA MAYOBAMBA,-9.763463359,-76.07028239
E421422,HUANUCO,A4260,CHINCHOBAMBA CA - CARRETERA CARRETERA CHURUBAMBA-CHINCHOBAMBA,-9.830127438,-76.16080793
E421441,HUANUCO,A4260,SAN PEDRO DE SHAIRICANCHA CA - CARRETERA TULLCA,-9.749403959,-76.08256424
E421424,HUANUCO,A4260,MARAG CA - CARRETERA CARRETERA A CHURUBAMBA,-9.7832879,-76.24392414
E421423,HUANUCO,A4260,CABRAMAYO (CANCAN) CA - CARRETERA TAMBOGAN,-9.789093658,-76.20131178
E421442,HUANUCO,A4260,MAYOBAMBA ALTA CA - CARRETERA A ACOMAYO,-9.753550525,-76.09903253
E421443,HUANUCO,A4260,DOS AGUAS ALTA CA - CARRETERA A MAYOBAMABA ALTA,-9.742522145,-76.09947966
E421421,HUANUCO,A4260,MIRACHI CA - CARRETERA STA. MARIA DEL VALLE,-9.881005451,-76.14871379
E421438,HUANUCO,A4260,NUEVA ESPERANZA DE HUALLINTUSHA CA - CARRETERA HUALLINTUSHA-ACOMAYO,-9.779455087,-76.10211438
E421308,HUANUCO,A4257,CHUNAMPAMPA-AYANCOCHA PJ - PASAJE PASAJE 07- VIA REGIONAL HUANUCO-AMBO,-10.11318683,-76.20816974
E421309,HUANUCO,A4254,BO - BARRIO SAN ROQUE JR - JIRÓN SAN ROQUE,-9.897681279,-76.22514452
E421314,HUANUCO,A4254,AH - ASENTAMIENTO HUMANO LAS FLORES- LLICUA BAJA CA - CARRETERA HUANUCO,-9.927647261,-76.22954049
E421315,HUANUCO,A4254,BO - BARRIO EL MERCADO CA - CARRETERA CARRETERA CENTRAL,-9.913049142,-76.23327376
E421313,HUANUCO,A4260,GAYAO CA - CARRETERA churubamba,-9.793091099,-76.19267774
E421312,HUANUCO,A4260,LAS PALMERAS CA - CARRETERA CHURUBAMBA,-9.828139502,-76.13614144
E421310,HUANUCO,A4260,PV - PUEBLO JOVEN HUAYACOTO SED 1 CA - CARRETERA CHURUBAMBA,-9.820705643,-76.13502849
E421301,HUANUCO,A4257,QUEPAYACAN CA - CARRETERA RANCAY,-10.12546563,-76.37688358
E421299,HUANUCO,A4257,RAMOSRAGRA CA - CARRETERA RANCAY,-10.13267328,-76.35882987
E421300,HUANUCO,A4257,YANACOCHA CA - CARRETERA RANCAY,-10.16344297,-76.36304396
E421505,HUANUCO,A4257,"BO - BARRIO AMBO JR - JIRÓN FRENTE CEMENTERIO AMBO, CRUCE JR LIBERTAD CDRA 5",-10.13047447,-76.20586091
E421490,HUANUCO,A4257,HUAMISH CA - CARRETERA HUARACALLA,-10.14124525,-76.2997967
E421493,HUANUCO,A4257,PAMPATUPE - SED2 CA - CARRETERA HUACAR,-10.21604908,-76.21626966
E421488,HUANUCO,A4257,COCHACHINCHE CA - CARRETERA HUARACALLA,-10.20940202,-76.24254303
E421494,HUANUCO,A4257,PAMPATUPE - SED01 CA - CARRETERA HUACAR  - PAMPATUPE,-10.20999034,-76.22250754
E421491,HUANUCO,A4257,MARABAMBA CA - CARRETERA HUACAR,-10.22983182,-76.23603642
E421485,HUANUCO,A4257,BUENOS AIRES CA - CARRETERA HUACAR,-10.23829801,-76.2352368
E421482,HUANUCO,A4257,ATAHUAYON SED 1 CA - CARRETERA HUACAR,-10.19120914,-76.23854105
E421483,HUANUCO,A4257,ATAHUAYON SED 2 CA - CARRETERA HUACAR,-10.1947656,-76.23942245
E421498,HUANUCO,A4257,SAN MIGUEL DE QUEPATUPE CA - CARRETERA HUARACALLA,-10.18505161,-76.25818477
E421480,HUANUCO,A4257,ANGASMARCA SED 01 CA - CARRETERA AMBO - AÑAY,-10.24026931,-76.23119382
E421481,HUANUCO,A4257,ANGASMARCA SED 02 CA - CARRETERA AMBO - AÑAY,-10.23926354,-76.23283072
E421479,HUANUCO,A4257,ACOBAMBILLA CA - CARRETERA HUARACALLA,-10.18672974,-76.26274547
E421484,HUANUCO,A4257,BUENA VISTA CA - CARRETERA HUACAR,-10.22912952,-76.25651836
E421468,HUANUCO,A4257,ICHOCAN SED 01 CA - CARRETERA ICHOCAN,-10.18068525,-76.15143794
E421469,HUANUCO,A4257,ICHOCAN SED 02 CA - CARRETERA ICHOCAN,-10.17560656,-76.15276733
E421487,HUANUCO,A4257,CHICOPATA CA - CARRETERA ACOCHINCHA - BUENA VISTA,-10.2088831,-76.2671495
E421499,HUANUCO,A4257,SAN PABLO DE ACOCHINCHA CA - CARRETERA AMBO - ACOCHINCHA,-10.20412413,-76.27009341
E421475,HUANUCO,A4257,SALAPAMPA CA - CARRETERA AMBO,-10.21043252,-76.16559071
E421489,HUANUCO,A4257,HUACAPUCLLANA CA - CARRETERA HUACAR,-10.2134879,-76.28239143
E421486,HUANUCO,A4257,CHAMANAPAMPA CA - CARRETERA HUACAR,-10.21522567,-76.27698755
E421473,HUANUCO,A4257,SACSAHUANCA SED N° 01 CA - CARRETERA CHACAPAMPA,-10.20263165,-76.1418181
E421474,HUANUCO,A4257,SACSAHUANCA SED N° 02 CA - CARRETERA CHACAPAMPA,-10.19968941,-76.14464051
E421492,HUANUCO,A4257,MOSCATUNA CA - CARRETERA HUACAR,-10.22303765,-76.28957352
E421478,HUANUCO,A4257,URAMBIZA CA - CARRETERA CHACAPAMPA,-10.17671986,-76.12131133
E421472,HUANUCO,A4257,"MARAYPATA CA - CARRETERA CAM HERRADURA, UTAMBIZA-MARAYPATA",-10.16994198,-76.10816374
E421464,HUANUCO,A4257,HUANCARUMI CA - CARRETERA TROCHA C. MARAYPATA-HUANCARUMI,-10.16541776,-76.10527128
E421476,HUANUCO,A4257,SAN JUAN DE HIGOS CA - CARRETERA CHACAPAMPA,-10.20360764,-76.16713172
E421470,HUANUCO,A4257,LOMAS GORDAS CA - CARRETERA HUARACALLA,-10.15850256,-76.10657004
E421477,HUANUCO,A4257,SANTA CRUZ DE MATICHICO CA - CARRETERA AMBO -CERRO DE PASCO,-10.18364819,-76.16768005
E421465,HUANUCO,A4257,HUANDOBAMBA CA - CARRETERA CHACAPAMPA,-10.16627973,-76.17928695
E421463,HUANUCO,A4257,COCHAQUILLO CA - CARRETERA HUARACALLA - COCHAQUILLO,-10.1943847,-76.20186531
E421461,HUANUCO,A4257,CHAUCHA SED01 CA - CARRETERA AMBO -CHAUCHA,-10.2151241,-76.20203882
E421462,HUANUCO,A4257,CHAUCHA SED02 CA - CARRETERA HUARACALLA,-10.21473603,-76.20343867
E421467,HUANUCO,A4257,HURACHIMPA CA - CARRETERA HUARACALLA,-10.20778967,-76.20227872
E421471,HUANUCO,A4257,CA - CARRETERA HUARACALLA,-10.15880483,-76.20837559
E421455,HUANUCO,A4257,SHAWINTOPAMPA CA - CARRETERA CAYRAN,-9.976749046,-76.28178044
E421456,HUANUCO,A4257,HUANCAYACU ALTO CA - CARRETERA A CHINCHAYPARAC,-10.01071292,-76.29675349
E421454,HUANUCO,A4257,COEMA SECTOR BAJO CA - CARRETERA CAYRAN,-10.0015089,-76.29261075
E421459,HUANUCO,A4257,CHINCHAYPARAC CA - CARRETERA CAYRAN,-10.041815,-76.31123031
E421457,HUANUCO,A4257,AGUA CRISTAY SED N° 01 CA - CARRETERA CAYRAN,-10.04458583,-76.31975606
E421284,HUANUCO,A4268,JANCAHUASI CA - CARRETERA MARIAS,-9.634308111,-76.45101945
E421285,HUANUCO,A4268,COCHAHUASI CA - CARRETERA MARIAS,-9.636078855,-76.42339092
E421280,HUANUCO,A4268,HUANCAMAYO CA - CARRETERA tantacoto,-9.595214496,-76.44068288
E421281,HUANUCO,A4268,ICHIMARIAS CA - CARRETERA TANTACOTO,-9.580499614,-76.40757204
E421707,HUANUCO,A4257,CA - CARRETERA CERRO LOMAR LARGA - COCHATAMA,-10.14007162,-76.23729507
E421502,HUANUCO,A4271,COMPLEJO DEPORTIVO CA - CARRETERA LOCALIDAD,-9.420325629,-76.77070612
