ntcse,uunn,amt,direccion,wgsy,wgsx
I408302,HUANUCO,A4260,SECC: I408302,-9.851213695,-76.15125381
I408347,HUANUCO,A4268,DERIVACION CRUZPAMPA,-9.724816234,-76.65738983
I408356,HUANUCO,A4271,SAN MIGUEL DE QUEROSH,-9.525604458,-76.82632708
I408351,HUANUCO,A4258,ESTACION BASE CELULAR,-9.943954655,-76.25574501
I408350,HUANUCO,A4260,SECC: I408350,-9.794250025,-76.08032065
I408348,HUANUCO,A4271,TELEFONICA MOVILES S.A.,-9.541212507,-76.81713385
I408374,HUANUCO,A4257,DERIVA A EBC AMBO,-10.12452673,-76.20564679
I408321,HUANUCO,A4268,DERIVACION NINASH,-9.652330492,-76.71827755
I408265,HUANUCO,A4258,DERIVACION PUNTO UNION,-9.868141069,-76.51851455
I408352,HUANUCO,A4257,SECC: I408352,-10.12766548,-76.20106983
I408266,HUANUCO,A4258,Se remplazò fusible de 1A 15/10/09,-9.876578367,-76.4937544
I408304,HUANUCO,A4272,SECC: I408304,-10.04753038,-76.72328219
I408346,HUANUCO,A4257,Se instalò 3 fusibles de 2Amp 01/12/09,-9.98042189,-76.28203147
I408360,HUANUCO,A4268,DERIVACION PAMPAMARCA,-9.701745701,-76.710541
I408320,HUANUCO,A4259,SECC: I408320,-9.87705781,-76.032969
I408335,HUANUCO,A4258,DERIVACION HUAYUCOTO,-9.921337342,-76.32692557
I408336,HUANUCO,A4258,DERIVACION HUACALLE,-9.923581062,-76.35010411
I408337,HUANUCO,A4258,DERIVACION HIGUERAS,-9.921802751,-76.35718823
I408338,HUANUCO,A4258,SECC: I408338,-9.888440745,-76.38087516
I408361,HUANUCO,A4260,DERIVACION TAPRAG,-9.784293545,-76.05058372
I408353,HUANUCO,A4260,MAYOBAMBA,-9.744597459,-76.09292094
I408354,HUANUCO,A4260,DERIVACION HUAGUIN,-9.745901787,-76.09111768
I408355,HUANUCO,A4260,BANDERA BLANCA,-9.745666706,-76.08968584
I408308,HUANUCO,A4259,MANCAPOZO,-9.909150611,-76.19901162
I408328,HUANUCO,A4259,SHAYRICANCHA,-9.920053128,-76.1839103
I408312,HUANUCO,A4259,MANCAPOZO,-9.927695118,-76.17584937
I408315,HUANUCO,A4259,DERIVA A CANCALLA,-9.943763307,-76.15819294
I408339,HUANUCO,A4258,DERIVACION MITO,-9.895219611,-76.43304452
I408340,HUANUCO,A4258,SECC: I408340,-9.894402766,-76.43736942
I408313,HUANUCO,A4259,LINEA LLANQUIPAMPA,-9.925234193,-76.16708655
I408314,HUANUCO,A4259,I408314,-9.932412585,-76.1710423
I408386,HUANUCO,A4257,SECC: I408386,-9.984804391,-76.24518376
I408162,HUANUCO,A4257,KUENNEN DUANNE,-9.98518149,-76.24596368
I408375,HUANUCO,A4271,DERIVACION HUANCABAMBA,-9.547169286,-76.79750255
I408376,HUANUCO,A4271,DERIVACION PAMPAS DEL CARMEN,-9.548028177,-76.81225948
I408381,HUANUCO,A4271,DERIVACION FLORIDA,-9.538937098,-76.81855958
I408040,HUANUCO,A4252,Disyuntor 40,-9.929805392,-76.23784518
I408041,HUANUCO,A4252,Palanca 41,-9.929833872,-76.23771906
I408045,HUANUCO,A4253,Disyuntor 45,-9.926210067,-76.2392437
I408046,HUANUCO,A4253,NALF 46,-9.926035032,-76.23916705
I408047,HUANUCO,A4253,palanca 47,-9.926041328,-76.23921415
I408022,HUANUCO,A4252,E420011,-9.933146643,-76.24374024
I408253,HUANUCO,A4251,LINEA A FUNDO MARIÑO,-9.939392614,-76.26017807
I408322,HUANUCO,A4254,DERIVACION CIUD.UNIVERS.U DE HCO,-9.890271602,-76.21968242
I408183,HUANUCO,A4272,ADINELSA - DERIVACION PILCOCANCHA,-10.03331574,-76.71428608
I408251,HUANUCO,A4257,DERIVA MOLINO RAMIREZ,-10.12796685,-76.20334568
I408345,HUANUCO,A4257,DERIVACION GEGANA,-9.983851231,-76.28739472
I408344,HUANUCO,A4268,DERIVACION TINGO CHICO,-9.64660782,-76.72006572
I408343,HUANUCO,A4258,DERIVACION HUILLY,-9.991994874,-76.49447273
I408342,HUANUCO,A4258,DERIVACION PACAYHUA,-9.993894174,-76.51400876
I408349,HUANUCO,A4252,DERIVACION PALACIO MUNICIPAL,-9.930843898,-76.24005986
I408317,HUANUCO,A4254,DERIVACION CISTERNA 1,-9.930413082,-76.23356091
I408316,HUANUCO,A4259,DERIVA A SHISMAY,-9.954232701,-76.14913206
I408319,HUANUCO,A4258,SANTA ANA DE LAS PAMPAS,-9.893365824,-76.47100252
I408263,HUANUCO,A4268,INST AGRO SILLAPATA,-9.758494794,-76.77593935
I408128,HUANUCO,A4270,CARRETERA HUALLANCA,-9.836218307,-76.80485167
I408241,HUANUCO,A4254,DERIVACION IST. A. POMARES,-9.921415483,-76.2347479
I408382,HUANUCO,A4271,DERIVA AMPLIACION PROGRESO,-9.537192688,-76.82102194
I408383,HUANUCO,A4271,DERIVA SAN CRISTOBAL,-9.530297882,-76.82964107
I408384,HUANUCO,A4271,DERIVA PROGRESO,-9.531056696,-76.83012312
I408378,HUANUCO,A4271,DERIVACION CACHIGAGA,-9.577188034,-76.85713102
I408379,HUANUCO,A4271,DERIVA PORVENIR 01,-9.582926506,-76.86275075
I408405,HUANUCO,A4257,DERIVACION LIMA,-10.15512758,-76.18933623
I408403,HUANUCO,A4272,DERIVACION  EBC AUQUIRAGRA,-9.856738363,-76.60457915
I408397,HUANUCO,A4259,DERIVACION HUANUCO PANAO,-9.906050832,-76.21345364
I408400,HUANUCO,A4257,DERIVA EBC HUACAR,-10.16017021,-76.23553426
I408404,HUANUCO,A4258,DERIVCION EBC CORMAY,-9.875046063,-76.58299171
I408402,HUANUCO,A4271,DERIVACION LLATA - PAMPAS DEL CARMEN,-9.571066784,-76.79537538
I408401,HUANUCO,A4271,DERIVACION CACHIGAGA,-9.587022126,-76.85210952
I408422,HUANUCO,A4266,DERIVACION LAS PALMERAS,-9.960551932,-76.24927294
I408362,HUANUCO,A4260,SOGOBAMBA-CHINCHAO,-9.776644414,-76.08973024
I408504,HUANUCO,A4259,DERIVA SANTO TORIBIO LA PUNTA,-9.87202015,-76.0272747
I408503,HUANUCO,A4259,UMARI,-9.872089481,-76.02722537
I408502,HUANUCO,A4256,CERRO JACTAY,-9.930080709,-76.25436405
I408501,HUANUCO,A4269,DERIVACION PUNCURIN,-9.800384833,-76.79174116
I408500,HUANUCO,A4271,DERIVACION QUEROSH,-9.517663404,-76.83412525
I408421,HUANUCO,A4260,ÑAHUINSEQUIA-STA. M. VALLE,-9.867913428,-76.16953968
I408459,HUANUCO,A4271,Se cambio fusible de 8A-06/06/2020,-9.541533731,-76.71772254
I408461,HUANUCO,A4257,DERIVACION HUAYLLA,-10.14844484,-76.18754831
I408460,HUANUCO,A4271,HUAMALIES,-9.524387497,-76.65106251
I408512,HUANUCO,A4268,DERIVACION RAHUA - HUANCACHACA,-9.707948645,-76.6598361
I408516,HUANUCO,A4268,DERIVACION BUENOS AIRES,-9.707132291,-76.65927443
I408513,HUANUCO,A4268,DERV. PARASHAPAM,-9.724787311,-76.59726366
I408507,HUANUCO,A4268,DERIVACION ANTAPAMPA,-9.726532092,-76.66502852
I408506,HUANUCO,A4268,DERIVACION PAMPAMARCA,-9.701709196,-76.7105569
I408424,HUANUCO,A4257,DERIVACION CONCHAMARCA YAURIN,-10.03205106,-76.18353001
I408407,HUANUCO,A4268,RARAJ,-9.731749701,-76.77229492
I408410,HUANUCO,A4268,BARRIO QUIULACOCHA ALTA,-9.704441771,-76.7708983
I408425,HUANUCO,A4257,DERIVACION CHOQUICOCHA,-10.02442104,-76.18202153
I408509,HUANUCO,A4269,PARIANCAS 2,-9.794312809,-76.71522984
I408423,HUANUCO,A4257,SANCARRAGRA,-10.03745353,-76.21920261
I408510,HUANUCO,A4269,PARIANCAS,-9.794253279,-76.72425844
I408412,HUANUCO,A4268,HUAYNOPAMPA,-9.69722657,-76.76995996
I408408,HUANUCO,A4268,NUNASH,-9.714208312,-76.77428178
I408426,HUANUCO,A4257,CANCHAPARAN,-10.06224502,-76.26634339
I408431,HUANUCO,A4257,SANTA ROSA 2,-10.01982019,-76.17178819
I408430,HUANUCO,A4257,SAN LUIS DE TAYAPAMPA,-10.08997702,-76.3069178
I408429,HUANUCO,A4257,SAN MARCOS DE SUNCHAN,-10.08645897,-76.30079764
I408427,HUANUCO,A4257,"VILLA DE HUANCAN, VICSACOCHA",-10.06941995,-76.27960569
I408428,HUANUCO,A4257,DERIVACION COMUNPAMPA UTCONGA SAN PEDRO DE CUMBE,-10.07869581,-76.28844749
I408433,HUANUCO,A4260,DERIVACION CONCHUMAYO-QUERA,-9.868167059,-76.17140373
I408465,HUANUCO,A4257,RANCAY,-10.08812927,-76.30244496
I408450,HUANUCO,A4260,DERIVACION QUECHUALOMA,-9.844705634,-76.14440876
I408439,HUANUCO,A4260,JATUN PUCRO,-9.847829679,-76.29869009
I408434,HUANUCO,A4260,"PACHABAMBA,PACRO YUNCAN",-9.854221038,-76.19638513
I408451,HUANUCO,A4260,VINCHOS,-9.803487769,-76.17290539
I408435,HUANUCO,A4260,"POMACUCHO,SAN PEDRO DE CHOQUECANCHA",-9.845911593,-76.24748495
I408436,HUANUCO,A4260,POMACUCHO,-9.830779406,-76.24817201
I408445,HUANUCO,A4260,DERIVACION PAGSHAG,-9.796637685,-76.18619811
I408449,HUANUCO,A4260,HUALLANCA HUALMISH,-9.757790085,-76.25574448
I408437,HUANUCO,A4260,"TAMBO DE SAN JOSE,LLIHUARI",-9.805717847,-76.27648262
I408457,HUANUCO,A4260,RURIN DE PILLAO,-9.77684156,-75.95322478
I408440,HUANUCO,A4258,MANUEL GARCIA RODRIGUEZ,-9.962176101,-76.41532733
I408458,HUANUCO,A4260,SAN PEDRO DE CHAUPAGLLA,-9.794995087,-76.00000958
I408454,HUANUCO,A4260,SANTA ROSA DE UCHUCHACCA,-9.7853926,-75.97521156
I408441,HUANUCO,A4258,SAN LORENZO DE TUCLISH,-9.954834179,-76.41555304
I408442,HUANUCO,A4258,SAN CRISTOBAL DE CHINCHAN,-9.968347995,-76.43370809
I408446,HUANUCO,A4260,SAN BOLIVAR DE QUENRRA,-9.784608682,-76.21355395
I408443,HUANUCO,A4258,"SAN JOSE DE CHILIAN,PAMPAMARCA",-9.997654391,-76.48476498
I408413,HUANUCO,A4268,ACLLAHUAYIN,-9.691924477,-76.76292363
I408415,HUANUCO,A4268,VILLATACAJ,-9.681564664,-76.75126492
I408409,HUANUCO,A4268,BARRIO PARASHAPATA,-9.713499345,-76.77362756
I408414,HUANUCO,A4268,BARRIO HUANSAYLO,-9.69052671,-76.75876593
I408417,HUANUCO,A4268,Se cambió 01 fusible de 2A fase T 18-11-10,-9.630196314,-76.71900273
I408392,HUANUCO,A4271,"PAMPARRAHUAY,CARHUAPATA",-9.543834805,-76.73696243
I408396,HUANUCO,A4271,BELLAS FLORES,-9.390243013,-76.8119708
I408393,HUANUCO,A4271,SAN JUAN DE PAMPAS,-9.42242254,-76.7722453
I408395,HUANUCO,A4271,PALLALY,-9.429066897,-76.80330165
I408394,HUANUCO,A4271,MATACANCHA,-9.462855367,-76.82090448
I408565,HUANUCO,A4271,JATURPAC,-9.581946226,-76.8538848
I408567,HUANUCO,A4271,COCHAPATA,-9.551237657,-76.78027516
I408566,HUANUCO,A4257,CONCHAMARCA,-10.03771036,-76.21968064
I408406,HUANUCO,A4271,EBC SACUATUNA,-9.557117707,-76.83142463
I408505,HUANUCO,A4259,DERIVACION E420031,-9.92396163,-76.18036212
I408327,HUANUCO,A4259,ALLGAHUANCA II,-9.918084603,-76.18748971
I408325,HUANUCO,A4259,MATAMARCA,-9.910674863,-76.19750637
I408326,HUANUCO,A4259,ALLGAHUANCA I,-9.913388701,-76.19313446
I408538,HUANUCO,A4257,"CAYRAN,HUAMPON",-9.987655792,-76.2885744
I408330,HUANUCO,A4259,SARIAPAMPA III,-9.926190306,-76.17501855
I408331,HUANUCO,A4259,LLANQUIPAMPA I,-9.922715717,-76.1650831
I408334,HUANUCO,A4259,PAUCAR,-9.939274826,-76.17044708
I408332,HUANUCO,A4259,MONTEPAMPA,-9.925456184,-76.15550113
I408543,HUANUCO,A4257,SAN ANTONIO DE HUANCAN,-10.00701007,-76.29701507
I408539,HUANUCO,A4257,PIZGANGA,-9.979607064,-76.37481839
I408542,HUANUCO,A4257,CONCHAMARCA,-9.988607056,-76.29005306
I408540,HUANUCO,A4257,YUNCACHACA,-9.982220539,-76.36203433
I408544,HUANUCO,A4258,SAN JOSE DE ACOBAMBA,-9.92423262,-76.34281407
I408333,HUANUCO,A4259,CONOHUAYON,-9.928087921,-76.17616594
I408568,HUANUCO,A4257,EBC COCHAPAMPA,-10.17807969,-76.18461671
I408528,HUANUCO,A4258,DERIVACION HUANCAPALLAC,-9.903986416,-76.38957876
I408529,HUANUCO,A4258,DERIVAVION LUCMAPATA,-9.900476564,-76.40301066
I408530,HUANUCO,A4258,DERIVACION TUPAC AMARU,-9.900537718,-76.4388177
I408532,HUANUCO,A4258,DERIVACION RAYANCANCHA,-9.893629683,-76.4400463
I408533,HUANUCO,A4258,DERIVACION CALLANCAS,-9.883150055,-76.46358092
I408534,HUANUCO,A4258,DERIVACION SAN JUAN DE TINGO,-9.878075145,-76.46629108
I408535,HUANUCO,A4258,DERIVACION DE RODEO DE MARGOS,-9.856082495,-76.47216168
I408525,HUANUCO,A4258,SAN PEDRO DE CANI-COLLOTA,-9.884544862,-76.38064311
I408526,HUANUCO,A4258,DERIVACION CHONTA-HUANCAMARCA,-9.86449917,-76.39110295
I408527,HUANUCO,A4258,DERIVACION SHAYAG,-9.846816092,-76.39454198
I408523,HUANUCO,A4271,QUIVILLA,-9.600103519,-76.72270604
I408519,HUANUCO,A4269,MUNICIPALIDAD CAHUAC,-9.854080712,-76.63215367
I408324,HUANUCO,A4259,DERIVACION LLICUA ALTA,-9.919150558,-76.22334548
I408536,HUANUCO,A4254,TRONCAL HUAYOPAMPA,-9.910193343,-76.2316894
I408537,HUANUCO,A4254,TRONCAL JANCAO,-9.903720309,-76.22706814
I408482,HUANUCO,A4259,DERIVACION LLANCO,-9.855447947,-75.92715967
I408484,HUANUCO,A4259,DERIVACION LINEA GIRCAHUASI,-9.852518824,-75.91612315
I408487,HUANUCO,A4259,Se cambiò seccionador 22-2-10,-9.84075484,-75.90185874
I408490,HUANUCO,A4259,DERIVACIÓN LP CHAGLLA - RINCONADA,-9.843218057,-75.89120351
I408483,HUANUCO,A4259,DERIVACION AGUA BLANCA,-9.854579801,-75.9258413
I408491,HUANUCO,A4259,LINEA PRIMARIA TRONCAL CHAGLLA_RINCONADA,-9.836273835,-75.85144414
I408486,HUANUCO,A4259,DERIVA A HUANCAYO,-9.847766053,-75.90352131
I408485,HUANUCO,A4259,DERIVACION ILLATINGO,-9.852253823,-75.91370608
I408488,HUANUCO,A4259,DERIVA A CHIHUANHUAY,-9.83782226,-75.89856541
I408524,HUANUCO,A4269,DERIVACION LPBOLOGNESI EN EJECUCION,-9.857274974,-76.63342751
I408469,HUANUCO,A4269,DERIVACION A HUACUTO,-9.837813482,-76.62542994
I408474,HUANUCO,A4272,DERIVACION A PUCA PUCA,-9.878535937,-76.59422999
I408473,HUANUCO,A4272,DERIVACION A PILCOCANCHA,-9.878103225,-76.59439672
I408472,HUANUCO,A4272,DERIVACION A PARIAPAMPA,-9.833063524,-76.62686807
I408471,HUANUCO,A4258,DERIVACION A AYAPITEC,-9.865175251,-76.54819938
I408475,HUANUCO,A4272,DERIVACION A  LASCHAPAMPA,-9.855474096,-76.60530084
I408470,HUANUCO,A4269,DERIVACION A HUAYACULANO,-9.840467505,-76.62125471
I408479,HUANUCO,A4254,DERIVACION A AH. 02 DE FEBRERO,-9.90957816,-76.2354998
I408563,HUANUCO,A4259,DERIVACION A EBC CHAGLLA,-9.839403101,-75.89807857
I408564,HUANUCO,A4270,DERIVACION A EBC SILLAPATA,-9.827552623,-76.7991045
I408556,HUANUCO,A4258,DERIVACIÓN  A ANTIL,-9.977376835,-76.39145848
I408555,HUANUCO,A4258,DERIVACIÓN A COZOTINGO - CHEGYAHUARCAN,-9.953418012,-76.38735743
I408558,HUANUCO,A4258,DERIVA A QUEROSH,-9.995401505,-76.44736299
I408554,HUANUCO,A4258,DERIVACION A RANGRASH,-10.12287706,-76.43009732
I408552,HUANUCO,A4258,DERIVA SANTA CATALINA DE HUARAZ,-10.07019609,-76.45502949
I408553,HUANUCO,A4258,DERIVA A SAN ANTONIO DE JURCA,-10.08752958,-76.444945
I408545,HUANUCO,A4258,DERIVA A LP CHAULAN - VISTA ALEGRE,-10.05670732,-76.48374801
I408546,HUANUCO,A4258,DERIVA A SHAYWA,-10.08137373,-76.47845389
I408561,HUANUCO,A4257,DERIVACIÓN A LIBERTAD,-10.09729954,-76.33755246
I408548,HUANUCO,A4258,DERIVA A ATCUR,-10.01899496,-76.46801074
I408562,HUANUCO,A4257,NO EXISTE SECC I408562,-10.07754326,-76.34752659
I408549,HUANUCO,A4258,DERIVA A ACHINCA,-10.03495023,-76.46053742
I408550,HUANUCO,A4258,DERIVA A PIRURO,-10.04650603,-76.45800123
I408551,HUANUCO,A4258,DERIVA RUNTOG,-10.06741957,-76.45669661
I408559,HUANUCO,A4258,DERIVACION COLPANGA,-9.962694312,-76.41526188
I408560,HUANUCO,A4257,DERIVACION  RANCAY - CARHUACAJA,-10.09005636,-76.30720206
I408574,HUANUCO,A4257,DERVIVA A Vilcar Huancachupa,-9.978812731,-76.24635368
I408575,HUANUCO,A4269,DERIVA A COCHAS,-9.803874392,-76.65407889
I408576,HUANUCO,A4268,DERIVA A COLQUILLAS,-9.799235358,-76.64783281
I408578,HUANUCO,A4257,DERIVA A Yanag - Rosavero,-9.992560861,-76.24484693
I408579,HUANUCO,A4257,DERIVA A 23 DE AGOSTO,-10.12183269,-76.20601752
I408580,HUANUCO,A4257,DERIVA A 30 DE JULIO,-10.11912994,-76.20733392
I408522,HUANUCO,A4259,EBC SAN CRISTOBAL,-9.946058687,-76.19471751
I408618,HUANUCO,A4251,HOSPITAL ESSALUD II HUANUCO,-9.937271291,-76.24018693
I408590,HUANUCO,A4257,DERIVA A PIRURO,-10.15732593,-76.23634879
I408593,HUANUCO,A4257,DERIVA A LUCMA,-10.12773919,-76.25566087
I408602,HUANUCO,A4257,DERIVA A VILCARPAMPA,-10.04545701,-76.24146854
I408601,HUANUCO,A4257,DERIVA A INGENIO,-10.05136556,-76.25196657
I408604,HUANUCO,A4257,DERIVA A MARCAPAMAPA,-10.0956467,-76.2059214
I408600,HUANUCO,A4257,DERIVA A PUMACAN,-10.05527484,-76.26962002
I408603,HUANUCO,A4257,DERIVA A SAGRAGAYAN,-10.03205538,-76.17985585
I408597,HUANUCO,A4257,DERIVA A PANAOPAMPA,-10.00956655,-76.2233951
I408607,HUANUCO,A4257,DERIVA A CERRO ALEGRE,-9.984146019,-76.23468026
I408586,HUANUCO,A4257,DERIVA A YACA SED 1,-10.00075399,-76.20442031
I408612,HUANUCO,A4259,DERIVA A VILCABAMBA,-9.925817261,-76.16659051
I408611,HUANUCO,A4260,DERIVA A OVAS,-9.858409264,-76.21496524
I408610,HUANUCO,A4260,DERIVA A HUANIHUARI,-9.858168969,-76.22574767
I408609,HUANUCO,A4253,DERIVA A RIURAPAMPA,-9.914490319,-76.24682099
I408585,HUANUCO,A4257,DERIVA A HUAMANGA,-10.0117918,-76.23162611
I408584,HUANUCO,A4253,DERIVA A LIBERTAD,-9.893763486,-76.22926866
I408599,HUANUCO,A4257,DERIVA A CASABLANCA,-9.984064584,-76.24713182
I408598,HUANUCO,A4257,DERIVA A SAN JOSE DE CAYRAN,-9.978920295,-76.26340901
I408605,HUANUCO,A4257,DERIVA  A VISTA ALEGRE,-10.11877965,-76.20253851
I408596,HUANUCO,A4257,DERIVA A UNGRO,-10.12813145,-76.20783873
I408594,HUANUCO,A4257,DERIVA A COCHATAMA SED 02,-10.12310759,-76.25547993
I408583,HUANUCO,A4257,DERIVA  A HUISHCA,-10.13567345,-76.26326708
I408591,HUANUCO,A4257,DERIVA A NARANJOPAMPA,-10.15536644,-76.23790872
I408587,HUANUCO,A4253,DERIVA A NAUYAN RONDOS BAJO,-9.915011557,-76.24423721
I408588,HUANUCO,A4260,DERIVA A SONCHOPAMPA,-9.856694169,-76.20295616
I408592,HUANUCO,A4257,DERIVA A HUISHCA CHINCHAN,-10.13199176,-76.25374651
I408608,HUANUCO,A4257,DERIVA A PALTAYNIOC,-9.969137595,-76.19381126
I408626,HUANUCO,A4252,DERIVACION AL BANCO,-9.928579414,-76.23967448
I408623,HUANUCO,A4257,EBC TOMAYQUICHUA,-10.07792373,-76.20912254
I408420,HUANUCO,A4257,LUCMAPATA,-9.992510466,-76.2472557
I408624,HUANUCO,A4260,EBC STA MARA DEL VALLE,-9.876206493,-76.17438918
I408636,HUANUCO,A4257,LINEA ÑAUSA,-10.07645493,-76.28913977
I408377,HUANUCO,A4271,MUCHCAY - LLATA,-9.589463258,-76.8683289
I408638,HUANUCO,A4252,DERIVA AL PODER JUDICIAL,-9.928916386,-76.24130391
I408620,HUANUCO,A4268,DERIVA A TORNOCOCHA,-9.732064491,-76.78613943
I408619,HUANUCO,A4268,DERIVA A HUANAC,-9.733470808,-76.78425153
I408621,HUANUCO,A4271,DERIVA A CHUQUIBAMBA,-9.449917854,-76.78578645
I408637,HUANUCO,A4252,DERIVA A PODER JUDICIAL,-9.928584768,-76.24100449
I408272,HUANUCO,A4257,DERIVA A LP CHINCHUBAMBA - TOMAYQUICHUA,-10.07790772,-76.2105896
I408273,HUANUCO,A4257,DERIVACION A LP MOCRA,-10.07478215,-76.20136092
I408274,HUANUCO,A4257,DERIVA A LP RETAMAYOG,-10.07442017,-76.20149811
I408275,HUANUCO,A4257,DERIVCION A LP LUCMAS,-10.06877838,-76.19471254
I408276,HUANUCO,A4257,DERIVACION LP CHINCHUBAMBA,-10.06646561,-76.18336641
I408628,HUANUCO,A4252,DERIVACION DOS DE MAYO C-12,-9.928047727,-76.24052736
I408497,HUANUCO,A4272,DERIVA A INDEPENDENCIA,-9.892539453,-76.55432976
I408495,HUANUCO,A4272,DERIVA A CONOC SED 1,-9.891936996,-76.55414797
I408496,HUANUCO,A4272,DERIVA A CONOC SED 2,-9.895919552,-76.5467734
I408498,HUANUCO,A4272,DERIVA A LUCMARAGRA,-9.904402805,-76.53872244
I408493,HUANUCO,A4272,DERIVA A TICRASH,-9.915386593,-76.58839827
I408494,HUANUCO,A4272,DERIVA A PARASHAPAMPA,-9.886786639,-76.59189286
I408639,HUANUCO,A4257,DERIVACION ALBERGUE,-10.09587361,-76.20833413
I408641,HUANUCO,A4268,DERIVACION QUIVILLA,-9.626187886,-76.71787828
I408613,HUANUCO,A4268,DERIVACION CHUQUIS,-9.605615393,-76.65553466
I408614,HUANUCO,A4268,DERIVACION MUNANYA,-9.609898697,-76.68768786
I408615,HUANUCO,A4268,DERIVACION HUANCAN,-9.642619596,-76.71000499
I408616,HUANUCO,A4268,DERIVACION HUANCAPAMPA,-9.643843089,-76.70942814
I408617,HUANUCO,A4268,DERIVACION RUCAO,-9.677233948,-76.67840289
I408369,HUANUCO,A4258,DERIVACION A COCHAS,-10.02689764,-76.47810997
I408453,HUANUCO,A4260,DERIVACION VISTA ALEGRE DE PILLAO,-9.790984142,-75.98230303
I408633,HUANUCO,A4268,DERIVACION GORGOR,-9.609720133,-76.62445192
I408634,HUANUCO,A4268,DERIVACION TICTE,-9.608813534,-76.50154285
I408630,HUANUCO,A4268,DERIVACION HUANCAYLO 2,-9.604547431,-76.65221834
I408631,HUANUCO,A4268,DERIVACION MAYNAS 1,-9.606797529,-76.6456622
I408632,HUANUCO,A4268,DERIVACION MAYNAS 2,-9.606947685,-76.63240369
I408697,HUANUCO,A4254,DERIVACION DIRESA JANCAO,-9.899781117,-76.22390031
I408663,HUANUCO,A4257,DERIVACION EBC RANCAY,-10.07943177,-76.29536362
I408664,HUANUCO,A4259,DERIVA DE PICAFLOR DE HIERBABUENA,-9.96232957,-76.07266698
I408669,HUANUCO,A4259,DERIVA A SOLANO UCRO,-9.931314969,-76.02728699
I408667,HUANUCO,A4259,DERIVA A USHARUMI,-9.938443185,-76.03239951
I408668,HUANUCO,A4259,DERIVA A LLIULLA,-9.936922566,-76.031815
I408671,HUANUCO,A4259,DERIVA A AUCHI,-9.917514588,-76.01911863
I408670,HUANUCO,A4259,DERIVA A LP A COCHATO - MONTEHUASI,-9.923118199,-76.02504201
I408666,HUANUCO,A4259,DERIVA A LP A PALMAPAMPA - JARAHUASI,-9.98154406,-76.04157488
I408665,HUANUCO,A4259,DERIVA A PUCAJAGA (LP A GONGAPATA),-9.975580317,-76.02698044
I408672,HUANUCO,A4259,DERIVA A LP PULIAJ,-9.908238819,-75.99183341
I408674,HUANUCO,A4259,DERIVA A TICAPAMPA,-9.894679775,-75.97776845
I408673,HUANUCO,A4259,DERIVA A LP A ICHU - YANUNA,-9.891558467,-75.98061284
I408675,HUANUCO,A4259,DERIVA A HUAMAM I,-9.876397202,-75.9577221
I408676,HUANUCO,A4259,DERIVA A HUAMAN SED 2,-9.874474318,-75.95312833
I408682,HUANUCO,A4259,DERIVA A PINQUIRAY (LP A HUANCATURPA - WILLCA),-9.849372708,-75.96300099
I408683,HUANUCO,A4259,DERIVA A PINQUIRAY (LP A PINQUIRAY 2 - HUAYRAJ,-9.84468045,-75.96699624
I408684,HUANUCO,A4259,DERIVA A AURIMACHAY,-9.843060512,-75.97209012
I408685,HUANUCO,A4259,DERIVA A TUNGRA,-9.845451032,-75.97551503
I408687,HUANUCO,A4259,DERIVA A GOYARPUNTA (LP A HUIYAN),-9.862287644,-76.00609661
I408689,HUANUCO,A4259,DERIVA A PALIZADA,-9.871928163,-76.02079152
I408677,HUANUCO,A4259,DERIVA A TIPSA ALTA (TRONCAL LP A HUENGOMAYO),-9.91401599,-75.93484707
I408678,HUANUCO,A4259,DERIVA A CHAGRAGOTO,-9.918916425,-75.92969618
I408679,HUANUCO,A4259,DERIVA A HUARPOJ,-9.923874768,-75.9258275
I408680,HUANUCO,A4259,DERIVA A TOMAYRICA (LP A RUMICHACA),-9.93440228,-75.90857254
I408691,HUANUCO,A4259,DERIVA A YANAMAYO,-9.827320096,-76.05683661
I408692,HUANUCO,A4259,DERIVA A PAVINA SED 1,-9.836488099,-76.04915117
I408693,HUANUCO,A4259,DERIVA A PAVINA SED 2,-9.844361227,-76.04792212
I408694,HUANUCO,A4259,DERIVA A PAVINA SED 3,-9.850540336,-76.04714915
I408696,HUANUCO,A4259,DERIVA A CHINCHINCA (LP A CRUZ PUNTA),-9.858327352,-76.04681161
I408695,HUANUCO,A4259,DERIVA A CACHIGAGA,-9.858336513,-76.04594708
I408661,HUANUCO,A4268,DERIVA A BARRIO INDEPENDIENTE,-9.714601851,-76.75205972
I408703,HUANUCO,A4259,DERIVACION A TIRISHHUANCA-TAMAR,-9.909941891,-76.01090081
I408706,HUANUCO,A4260,DERIVA A TARAYOG - SAN JUAN DE ÑAUSA,-9.844724964,-76.19800678
I408712,HUANUCO,A4260,DERIVACION A AGUA DULCE DE TUMACPAMPA,-9.842936463,-76.1094479
I408708,HUANUCO,A4260,DERIVA A LP ALTO QUERA-MARAYPAMPA,-9.853628806,-76.27944709
I408711,HUANUCO,A4260,DERIVA A LP VINCHOS PAMPA,-9.829063611,-76.13130837
I408716,HUANUCO,A4260,DERIVA A SAN JUAN DE CHACAMARCA,-9.785565655,-76.0358928
I408714,HUANUCO,A4260,DERIVA A MICHO - TINYAHUAYIN,-9.770017685,-76.08565661
